Subject_ID,Age,Gender,Education,Language,Country,Socioeconomic,age_group,edu_group,ses_group,strat_group,fold
465,64.0,f,master,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,4
466,72.0,f,vocational,english_american,usa,6.0,65to75,medium,middle,f_usa_65to75_medium_middle,5
467,69.0,f,bachelor,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,1
468,69.0,f,high_school,english_american,usa,6.0,65to75,medium,middle,f_usa_65to75_medium_middle,1
469,63.0,f,vocational,english_american,usa,4.0,under65,medium,middle,f_usa_under65_medium_middle,1
470,62.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,4
471,65.0,f,phd,english_american,usa,3.0,65to75,high,low,f_usa_65to75_high_low,2
472,69.0,m,high_school,english_american,usa,7.0,65to75,medium,middle,m_usa_65to75_medium_middle,3
473,64.0,f,vocational,english_american,usa,4.0,under65,medium,middle,f_usa_under65_medium_middle,4
474,76.0,f,master,english_american,usa,4.0,over75,high,middle,f_usa_over75_high_middle,2
477,60.0,f,bachelor,english_american,usa,5.0,under65,high,middle,f_usa_under65_high_middle,3
478,71.0,m,bachelor,english_american,usa,7.0,65to75,high,middle,m_usa_65to75_high_middle,4
479,69.0,m,bachelor,english_british,uk,4.0,65to75,high,middle,m_uk_65to75_high_middle,5
480,79.0,m,bachelor,english_american,usa,6.0,over75,high,middle,m_usa_over75_high_middle,4
481,62.0,f,high_school,english_american,usa,5.0,under65,medium,middle,f_usa_under65_medium_middle,5
483,68.0,m,bachelor,english_american,usa,3.0,65to75,high,low,m_usa_65to75_high_low,1
484,61.0,m,bachelor,english_british,uk,6.0,under65,high,middle,m_uk_under65_high_middle,3
485,61.0,f,bachelor,english_american,usa,3.0,under65,high,low,f_usa_under65_high_low,4
487,60.0,f,master,english_american,usa,8.0,under65,high,high,f_usa_under65_high_high,4
489,76.0,f,bachelor,english_british,uk,3.0,over75,high,low,f_uk_over75_high_low,5
490,67.0,m,master,english_american,usa,7.0,65to75,high,middle,m_usa_65to75_high_middle,4
491,71.0,f,bachelor,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,4
492,67.0,m,bachelor,english_american,usa,5.0,65to75,high,middle,m_usa_65to75_high_middle,2
493,65.0,f,high_school,english_american,usa,2.0,65to75,medium,low,f_usa_65to75_medium_low,3
494,61.0,f,master,english_american,usa,3.0,under65,high,low,f_usa_under65_high_low,5
495,73.0,f,master,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,2
496,71.0,f,master,english_american,usa,4.0,65to75,high,middle,f_usa_65to75_high_middle,1
497,58.0,f,bachelor,english_american,usa,5.0,under65,high,middle,f_usa_under65_high_middle,5
499,70.0,m,master,english_american,usa,6.0,65to75,high,middle,m_usa_65to75_high_middle,3
500,69.0,m,bachelor,english_american,usa,5.0,65to75,high,middle,m_usa_65to75_high_middle,3
501,60.0,m,phd,english_american,usa,9.0,under65,high,high,m_usa_under65_high_high,2
502,66.0,f,high_school,english_american,usa,5.0,65to75,medium,middle,f_usa_65to75_medium_middle,2
503,60.0,f,bachelor,english_american,usa,4.0,under65,high,middle,f_usa_under65_high_middle,2
504,63.0,m,master,english_american,usa,5.0,under65,high,middle,m_usa_under65_high_middle,3
505,63.0,f,master,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,5
506,63.0,f,master,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,1
507,61.0,f,vocational,english_american,usa,4.0,under65,medium,middle,f_usa_under65_medium_middle,1
508,64.0,f,vocational,english_american,usa,3.0,under65,medium,low,f_usa_under65_medium_low,4
509,62.0,f,high_school,english_american,usa,6.0,under65,medium,middle,f_usa_under65_medium_middle,2
510,63.0,f,vocational,english_american,usa,4.0,under65,medium,middle,f_usa_under65_medium_middle,4
511,63.0,f,high_school,english_american,usa,7.0,under65,medium,middle,f_usa_under65_medium_middle,5
514,62.0,f,bachelor,english_american,usa,5.0,under65,high,middle,f_usa_under65_high_middle,5
516,66.0,f,bachelor,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,5
519,74.0,f,master,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,5
520,61.0,f,high_school,english_american,usa,3.0,under65,medium,low,f_usa_under65_medium_low,4
522,71.0,f,bachelor,english_american,usa,5.0,65to75,high,middle,f_usa_65to75_high_middle,2
523,62.0,f,bachelor,english_american,usa,6.0,under65,high,middle,f_usa_under65_high_middle,4
524,67.0,f,bachelor,english_american,usa,3.0,65to75,high,low,f_usa_65to75_high_low,4
526,64.0,m,bachelor,english_american,usa,4.0,under65,high,middle,m_usa_under65_high_middle,4
528,72.0,f,vocational,english_american,usa,3.0,65to75,medium,low,f_usa_65to75_medium_low,1
530,65.0,m,vocational,english_american,usa,7.0,65to75,medium,middle,m_usa_65to75_medium_middle,5
532,68.0,m,phd,english_american,usa,9.0,65to75,high,high,m_usa_65to75_high_high,4
533,63.0,f,vocational,english_american,usa,4.0,under65,medium,middle,f_usa_under65_medium_middle,3
534,66.0,f,bachelor,english_american,usa,3.0,65to75,high,low,f_usa_65to75_high_low,3
535,61.0,m,bachelor,english_american,usa,8.0,under65,high,high,m_usa_under65_high_high,3
536,71.0,m,master,english_american,usa,7.0,65to75,high,middle,m_usa_65to75_high_middle,5
537,72.0,m,high_school,english_american,usa,2.0,65to75,medium,low,m_usa_65to75_medium_low,3
538,68.0,m,high_school,english_american,usa,6.0,65to75,medium,middle,m_usa_65to75_medium_middle,2
539,76.0,f,master,english_american,usa,8.0,over75,high,high,f_usa_over75_high_high,1
540,62.0,f,high_school,english_american,usa,4.0,under65,medium,middle,f_usa_under65_medium_middle,2
541,68.0,f,bachelor,english_american,usa,2.0,65to75,high,low,f_usa_65to75_high_low,2
543,71.0,f,vocational,english_american,usa,3.0,65to75,medium,low,f_usa_65to75_medium_low,5
545,64.0,f,bachelor,english_american,usa,5.0,under65,high,middle,f_usa_under65_high_middle,1
547,66.0,f,bachelor,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,4
548,60.0,f,bachelor,english_american,usa,3.0,under65,high,low,f_usa_under65_high_low,2
549,67.0,f,high_school,english_american,usa,7.0,65to75,medium,middle,f_usa_65to75_medium_middle,4
550,66.0,m,high_school,english_american,usa,5.0,65to75,medium,middle,m_usa_65to75_medium_middle,3
552,68.0,f,vocational,english_american,usa,8.0,65to75,medium,high,f_usa_65to75_medium_high,2
553,61.0,f,master,english_american,usa,5.0,under65,high,middle,f_usa_under65_high_middle,2
554,72.0,f,phd,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,3
557,67.0,m,master,english_american,usa,7.0,65to75,high,middle,m_usa_65to75_high_middle,3
558,66.0,m,master,english_american,usa,7.0,65to75,high,middle,m_usa_65to75_high_middle,5
559,60.0,f,high_school,english_american,usa,4.0,under65,medium,middle,f_usa_under65_medium_middle,5
560,59.0,m,master,english_american,usa,5.0,under65,high,middle,m_usa_under65_high_middle,4
562,62.0,m,bachelor,english_american,usa,7.0,under65,high,middle,m_usa_under65_high_middle,1
566,67.0,f,bachelor,english_american,usa,5.0,65to75,high,middle,f_usa_65to75_high_middle,3
567,68.0,f,bachelor,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,4
568,64.0,f,bachelor,english_british,uk,8.0,under65,high,high,f_uk_under65_high_high,4
569,65.0,f,bachelor,english_british,uk,3.0,65to75,high,low,f_uk_65to75_high_low,1
570,63.0,f,high_school,english_british,uk,9.0,under65,medium,high,f_uk_under65_medium_high,3
574,67.0,m,master,english_british,uk,8.0,65to75,high,high,m_uk_65to75_high_high,1
575,83.0,f,bachelor,english_british,uk,6.0,over75,high,middle,f_uk_over75_high_middle,2
576,61.0,f,high_school,english_british,uk,7.0,under65,medium,middle,f_uk_under65_medium_middle,5
577,61.0,m,bachelor,english_british,uk,2.0,under65,high,low,m_uk_under65_high_low,5
578,64.0,m,high_school,english_british,uk,7.0,under65,medium,middle,m_uk_under65_medium_middle,4
579,62.0,f,high_school,english_british,uk,6.0,under65,medium,middle,f_uk_under65_medium_middle,1
580,67.0,m,phd,english_british,uk,7.0,65to75,high,middle,m_uk_65to75_high_middle,4
581,65.0,f,bachelor,english_british,uk,4.0,65to75,high,middle,f_uk_65to75_high_middle,4
582,61.0,f,high_school,english_british,uk,6.0,under65,medium,middle,f_uk_under65_medium_middle,5
583,66.0,f,high_school,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,3
584,66.0,f,master,english_british,uk,8.0,65to75,high,high,f_uk_65to75_high_high,1
585,63.0,m,bachelor,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,1
586,68.0,m,high_school,english_british,uk,6.0,65to75,medium,middle,m_uk_65to75_medium_middle,2
587,65.0,f,bachelor,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,4
588,76.0,f,bachelor,english_british,uk,7.0,over75,high,middle,f_uk_over75_high_middle,1
589,60.0,f,high_school,english_british,uk,7.0,under65,medium,middle,f_uk_under65_medium_middle,2
590,62.0,f,bachelor,english_british,uk,5.0,under65,high,middle,f_uk_under65_high_middle,4
591,74.0,f,phd,english_british,uk,8.0,65to75,high,high,f_uk_65to75_high_high,5
592,62.0,m,high_school,english_british,uk,7.0,under65,medium,middle,m_uk_under65_medium_middle,2
593,66.0,m,bachelor,english_british,uk,6.0,65to75,high,middle,m_uk_65to75_high_middle,2
594,60.0,f,high_school,english_british,uk,5.0,under65,medium,middle,f_uk_under65_medium_middle,5
596,65.0,f,high_school,english_british,uk,4.0,65to75,medium,middle,f_uk_65to75_medium_middle,5
597,61.0,m,vocational,english_british,uk,7.0,under65,medium,middle,m_uk_under65_medium_middle,3
598,70.0,m,high_school,english_british,uk,7.0,65to75,medium,middle,m_uk_65to75_medium_middle,5
600,62.0,m,bachelor,english_british,uk,4.0,under65,high,middle,m_uk_under65_high_middle,4
602,62.0,m,high_school,english_british,uk,4.0,under65,medium,middle,m_uk_under65_medium_middle,5
603,65.0,f,bachelor,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,5
604,67.0,f,high_school,english_british,uk,4.0,65to75,medium,middle,f_uk_65to75_medium_middle,5
605,75.0,f,bachelor,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,5
606,61.0,f,high_school,english_british,uk,6.0,under65,medium,middle,f_uk_under65_medium_middle,3
607,81.0,m,bachelor,english_british,uk,4.0,over75,high,middle,m_uk_over75_high_middle,3
609,62.0,m,high_school,english_british,uk,5.0,under65,medium,middle,m_uk_under65_medium_middle,2
610,60.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,4
611,69.0,f,bachelor,english_british,uk,5.0,65to75,high,middle,f_uk_65to75_high_middle,3
612,74.0,f,master,english_british,uk,6.0,65to75,high,middle,f_uk_65to75_high_middle,1
613,72.0,m,bachelor,english_british,uk,6.0,65to75,high,middle,m_uk_65to75_high_middle,5
614,67.0,m,vocational,english_british,uk,7.0,65to75,medium,middle,m_uk_65to75_medium_middle,5
615,77.0,m,high_school,english_british,uk,6.0,over75,medium,middle,m_uk_over75_medium_middle,2
617,60.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,2
618,65.0,m,vocational,english_british,uk,5.0,65to75,medium,middle,m_uk_65to75_medium_middle,4
619,63.0,m,bachelor,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,2
620,61.0,m,high_school,english_british,uk,3.0,under65,medium,low,m_uk_under65_medium_low,3
621,64.0,m,bachelor,english_british,uk,8.0,under65,high,high,m_uk_under65_high_high,4
622,63.0,m,bachelor,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,2
623,68.0,m,master,english_british,uk,5.0,65to75,high,middle,m_uk_65to75_high_middle,5
624,65.0,m,high_school,english_british,uk,5.0,65to75,medium,middle,m_uk_65to75_medium_middle,1
625,64.0,m,bachelor,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,2
626,74.0,m,high_school,english_american,usa,4.0,65to75,medium,middle,m_usa_65to75_medium_middle,4
627,78.0,f,bachelor,english_british,uk,6.0,over75,high,middle,f_uk_over75_high_middle,3
628,65.0,m,vocational,english_american,usa,2.0,65to75,medium,low,m_usa_65to75_medium_low,4
629,62.0,f,high_school,english_british,uk,6.0,under65,medium,middle,f_uk_under65_medium_middle,2
632,77.0,m,master,english_other,usa,5.0,over75,high,middle,m_usa_over75_high_middle,5
633,60.0,m,vocational,english_american,usa,1.0,under65,medium,low,m_usa_under65_medium_low,5
636,67.0,m,bachelor,english_american,usa,5.0,65to75,high,middle,m_usa_65to75_high_middle,1
637,71.0,m,high_school,english_american,usa,4.0,65to75,medium,middle,m_usa_65to75_medium_middle,1
638,69.0,f,bachelor,english_british,uk,6.0,65to75,high,middle,f_uk_65to75_high_middle,1
640,62.0,f,master,english_american,usa,6.0,under65,high,middle,f_usa_under65_high_middle,4
641,76.0,f,phd,english_american,usa,5.0,over75,high,middle,f_usa_over75_high_middle,1
643,62.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,5
644,60.0,f,master,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,2
645,67.0,f,master,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,5
646,71.0,f,high_school,english_british,uk,5.0,65to75,medium,middle,f_uk_65to75_medium_middle,4
647,64.0,f,less_than_highschool,english_british,uk,6.0,under65,low,middle,f_uk_under65_low_middle,4
648,76.0,f,bachelor,english_british,uk,5.0,over75,high,middle,f_uk_over75_high_middle,5
649,75.0,f,master,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,1
650,62.0,f,bachelor,english_american,usa,8.0,under65,high,high,f_usa_under65_high_high,4
651,67.0,f,high_school,english_british,uk,3.0,65to75,medium,low,f_uk_65to75_medium_low,2
652,70.0,f,bachelor,english_american,usa,4.0,65to75,high,middle,f_usa_65to75_high_middle,4
653,76.0,f,master,english_american,usa,5.0,over75,high,middle,f_usa_over75_high_middle,5
655,60.0,f,bachelor,english_american,usa,5.0,under65,high,middle,f_usa_under65_high_middle,2
656,67.0,f,less_than_highschool,english_british,uk,6.0,65to75,low,middle,f_uk_65to75_low_middle,3
657,62.0,f,bachelor,english_american,usa,6.0,under65,high,middle,f_usa_under65_high_middle,1
659,59.0,f,master,english_british,uk,8.0,under65,high,high,f_uk_under65_high_high,5
660,63.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,3
661,59.0,f,bachelor,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,4
662,63.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,2
663,64.0,m,bachelor,english_american,usa,4.0,under65,high,middle,m_usa_under65_high_middle,3
664,63.0,f,bachelor,english_british,uk,5.0,under65,high,middle,f_uk_under65_high_middle,3
665,66.0,f,high_school,english_american,usa,6.0,65to75,medium,middle,f_usa_65to75_medium_middle,1
666,62.0,f,phd,english_american,usa,6.0,under65,high,middle,f_usa_under65_high_middle,4
667,65.0,m,master,english_american,usa,8.0,65to75,high,high,m_usa_65to75_high_high,4
668,74.0,m,master,english_american,usa,6.0,65to75,high,middle,m_usa_65to75_high_middle,1
669,63.0,m,master,english_american,usa,6.0,under65,high,middle,m_usa_under65_high_middle,4
670,65.0,f,master,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,4
671,60.0,f,bachelor,english_american,usa,5.0,under65,high,middle,f_usa_under65_high_middle,2
672,63.0,f,high_school,english_british,uk,5.0,under65,medium,middle,f_uk_under65_medium_middle,1
673,67.0,f,bachelor,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,2
674,69.0,f,phd,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,2
675,63.0,m,bachelor,english_american,usa,5.0,under65,high,middle,m_usa_under65_high_middle,2
676,64.0,f,high_school,english_british,uk,5.0,under65,medium,middle,f_uk_under65_medium_middle,1
677,60.0,m,bachelor,english_american,usa,6.0,under65,high,middle,m_usa_under65_high_middle,1
678,70.0,m,master,english_american,usa,4.0,65to75,high,middle,m_usa_65to75_high_middle,2
679,60.0,f,bachelor,english_american,usa,2.0,under65,high,low,f_usa_under65_high_low,3
680,60.0,f,phd,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,4
681,70.0,f,high_school,english_british,uk,5.0,65to75,medium,middle,f_uk_65to75_medium_middle,2
682,73.0,f,high_school,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,1
683,60.0,m,master,english_american,usa,6.0,under65,high,middle,m_usa_under65_high_middle,2
684,66.0,f,bachelor,english_american,usa,5.0,65to75,high,middle,f_usa_65to75_high_middle,3
688,62.0,f,bachelor,english_american,usa,8.0,under65,high,high,f_usa_under65_high_high,1
689,61.0,m,bachelor,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,4
690,67.0,m,bachelor,english_british,uk,8.0,65to75,high,high,m_uk_65to75_high_high,4
691,74.0,m,bachelor,english_american,usa,5.0,65to75,high,middle,m_usa_65to75_high_middle,1
692,68.0,m,bachelor,english_british,uk,6.0,65to75,high,middle,m_uk_65to75_high_middle,3
693,66.0,f,bachelor,english_british,uk,6.0,65to75,high,middle,f_uk_65to75_high_middle,1
694,67.0,m,master,english_american,usa,2.0,65to75,high,low,m_usa_65to75_high_low,5
696,72.0,f,high_school,english_american,usa,6.0,65to75,medium,middle,f_usa_65to75_medium_middle,2
697,62.0,m,bachelor,english_american,usa,7.0,under65,high,middle,m_usa_under65_high_middle,5
698,64.0,m,bachelor,english_american,usa,8.0,under65,high,high,m_usa_under65_high_high,5
701,69.0,f,master,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,2
702,73.0,f,master,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,4
703,68.0,f,master,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,2
704,61.0,m,phd,english_american,usa,3.0,under65,high,low,m_usa_under65_high_low,3
705,78.0,f,bachelor,english_american,usa,6.0,over75,high,middle,f_usa_over75_high_middle,4
706,61.0,f,bachelor,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,1
708,71.0,f,master,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,5
709,60.0,f,master,english_american,usa,8.0,under65,high,high,f_usa_under65_high_high,2
710,61.0,f,master,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,1
712,68.0,f,bachelor,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,5
713,65.0,f,high_school,english_british,uk,4.0,65to75,medium,middle,f_uk_65to75_medium_middle,3
714,71.0,f,less_than_highschool,english_british,uk,5.0,65to75,low,middle,f_uk_65to75_low_middle,5
717,64.0,f,master,english_british,uk,4.0,under65,high,middle,f_uk_under65_high_middle,1
719,66.0,m,master,english_british,uk,7.0,65to75,high,middle,m_uk_65to75_high_middle,2
720,60.0,m,vocational,english_british,uk,6.0,under65,medium,middle,m_uk_under65_medium_middle,4
721,61.0,m,bachelor,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,5
722,60.0,f,bachelor,english_british,uk,5.0,under65,high,middle,f_uk_under65_high_middle,5
723,62.0,f,vocational,english_british,uk,6.0,under65,medium,middle,f_uk_under65_medium_middle,2
724,69.0,m,phd,english_british,uk,7.0,65to75,high,middle,m_uk_65to75_high_middle,3
725,61.0,f,bachelor,english_british,uk,5.0,under65,high,middle,f_uk_under65_high_middle,1
727,62.0,f,high_school,english_british,uk,3.0,under65,medium,low,f_uk_under65_medium_low,1
728,63.0,f,bachelor,english_british,uk,5.0,under65,high,middle,f_uk_under65_high_middle,2
729,69.0,f,high_school,english_british,uk,6.0,65to75,medium,middle,f_uk_65to75_medium_middle,4
732,66.0,f,less_than_highschool,english_british,uk,3.0,65to75,low,low,f_uk_65to75_low_low,1
733,64.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,3
734,65.0,f,vocational,english_british,uk,5.0,65to75,medium,middle,f_uk_65to75_medium_middle,1
735,67.0,f,bachelor,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,4
737,60.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,1
738,65.0,f,less_than_highschool,english_british,uk,4.0,65to75,low,middle,f_uk_65to75_low_middle,4
739,64.0,m,bachelor,english_british,uk,8.0,under65,high,high,m_uk_under65_high_high,1
741,65.0,m,bachelor,english_british,uk,6.0,65to75,high,middle,m_uk_65to75_high_middle,2
742,62.0,m,high_school,english_british,uk,7.0,under65,medium,middle,m_uk_under65_medium_middle,1
743,60.0,f,bachelor,english_british,uk,5.0,under65,high,middle,f_uk_under65_high_middle,4
744,60.0,f,phd,english_british,uk,7.0,under65,high,middle,f_uk_under65_high_middle,1
745,67.0,m,bachelor,english_british,uk,6.0,65to75,high,middle,m_uk_65to75_high_middle,2
747,61.0,f,high_school,english_american,usa,3.0,under65,medium,low,f_usa_under65_medium_low,2
748,67.0,f,high_school,english_british,uk,3.0,65to75,medium,low,f_uk_65to75_medium_low,1
749,65.0,f,master,english_british,uk,5.0,65to75,high,middle,f_uk_65to75_high_middle,4
750,63.0,m,master,english_american,usa,8.0,under65,high,high,m_usa_under65_high_high,2
753,69.0,f,high_school,english_british,uk,7.0,65to75,medium,middle,f_uk_65to75_medium_middle,5
754,62.0,m,master,english_american,usa,6.0,under65,high,middle,m_usa_under65_high_middle,5
755,63.0,m,master,english_american,usa,8.0,under65,high,high,m_usa_under65_high_high,4
756,60.0,m,bachelor,english_american,usa,2.0,under65,high,low,m_usa_under65_high_low,2
757,66.0,f,master,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,1
758,60.0,f,high_school,english_american,usa,7.0,under65,medium,middle,f_usa_under65_medium_middle,4
760,63.0,m,high_school,english_american,usa,8.0,under65,medium,high,m_usa_under65_medium_high,1
761,74.0,m,master,english_british,uk,7.0,65to75,high,middle,m_uk_65to75_high_middle,2
762,62.0,f,bachelor,english_american,usa,6.0,under65,high,middle,f_usa_under65_high_middle,3
763,68.0,m,less_than_highschool,english_british,uk,5.0,65to75,low,middle,m_uk_65to75_low_middle,2
764,65.0,m,bachelor,english_american,usa,7.0,65to75,high,middle,m_usa_65to75_high_middle,2
765,63.0,f,high_school,english_british,uk,7.0,under65,medium,middle,f_uk_under65_medium_middle,2
766,60.0,f,master,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,3
767,63.0,f,high_school,english_american,usa,6.0,under65,medium,middle,f_usa_under65_medium_middle,1
768,68.0,m,bachelor,english_american,usa,6.0,65to75,high,middle,m_usa_65to75_high_middle,3
769,76.0,f,bachelor,english_british,uk,8.0,over75,high,high,f_uk_over75_high_high,1
770,60.0,m,phd,english_american,usa,5.0,under65,high,middle,m_usa_under65_high_middle,2
771,69.0,f,vocational,english_american,usa,7.0,65to75,medium,middle,f_usa_65to75_medium_middle,5
772,60.0,m,high_school,english_british,uk,4.0,under65,medium,middle,m_uk_under65_medium_middle,3
773,66.0,m,bachelor,english_american,usa,9.0,65to75,high,high,m_usa_65to75_high_high,5
774,61.0,f,vocational,english_american,usa,6.0,under65,medium,middle,f_usa_under65_medium_middle,2
775,60.0,f,vocational,english_american,usa,6.0,under65,medium,middle,f_usa_under65_medium_middle,3
776,77.0,f,bachelor,english_british,uk,8.0,over75,high,high,f_uk_over75_high_high,4
777,67.0,f,high_school,english_american,usa,3.0,65to75,medium,low,f_usa_65to75_medium_low,4
778,71.0,m,master,english_american,usa,7.0,65to75,high,middle,m_usa_65to75_high_middle,4
779,77.0,f,bachelor,english_british,uk,5.0,over75,high,middle,f_uk_over75_high_middle,5
780,62.0,m,bachelor,english_american,usa,5.0,under65,high,middle,m_usa_under65_high_middle,5
781,73.0,m,bachelor,english_american,usa,3.0,65to75,high,low,m_usa_65to75_high_low,4
782,75.0,f,phd,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,3
783,62.0,f,bachelor,english_british,uk,6.0,under65,high,middle,f_uk_under65_high_middle,5
784,77.0,f,high_school,english_american,usa,4.0,over75,medium,middle,f_usa_over75_medium_middle,2
786,63.0,m,bachelor,english_american,usa,7.0,under65,high,middle,m_usa_under65_high_middle,2
787,67.0,f,bachelor,english_american,usa,5.0,65to75,high,middle,f_usa_65to75_high_middle,5
788,85.0,m,phd,english_american,usa,8.0,over75,high,high,m_usa_over75_high_high,3
789,61.0,m,high_school,english_british,uk,6.0,under65,medium,middle,m_uk_under65_medium_middle,1
790,67.0,m,master,english_american,usa,6.0,65to75,high,middle,m_usa_65to75_high_middle,5
791,72.0,f,bachelor,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,2
793,63.0,f,bachelor,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,1
794,65.0,f,bachelor,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,1
796,61.0,m,master,english_american,usa,6.0,under65,high,middle,m_usa_under65_high_middle,1
797,65.0,f,bachelor,english_american,usa,5.0,65to75,high,middle,f_usa_65to75_high_middle,4
799,61.0,m,phd,english_american,usa,6.0,under65,high,middle,m_usa_under65_high_middle,3
800,60.0,f,bachelor,english_american,usa,2.0,under65,high,low,f_usa_under65_high_low,1
801,60.0,m,master,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,2
802,64.0,f,bachelor,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,3
803,60.0,f,high_school,english_american,usa,6.0,under65,medium,middle,f_usa_under65_medium_middle,1
805,60.0,m,bachelor,english_american,usa,6.0,under65,high,middle,m_usa_under65_high_middle,1
807,61.0,f,bachelor,english_american,usa,6.0,under65,high,middle,f_usa_under65_high_middle,2
808,59.0,f,bachelor,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,4
809,71.0,f,bachelor,english_american,usa,6.0,65to75,high,middle,f_usa_65to75_high_middle,5
811,60.0,m,master,english_american,usa,9.0,under65,high,high,m_usa_under65_high_high,5
812,66.0,f,bachelor,english_american,usa,7.0,65to75,high,middle,f_usa_65to75_high_middle,5
814,63.0,m,bachelor,english_american,usa,6.0,under65,high,middle,m_usa_under65_high_middle,4
816,61.0,f,bachelor,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,3
819,75.0,f,bachelor,english_british,uk,7.0,65to75,high,middle,f_uk_65to75_high_middle,2
820,62.0,f,master,english_american,usa,7.0,under65,high,middle,f_usa_under65_high_middle,3
821,65.0,f,vocational,english_british,uk,7.0,65to75,medium,middle,f_uk_65to75_medium_middle,3
822,60.0,m,bachelor,english_british,uk,5.0,under65,high,middle,m_uk_under65_high_middle,4
823,67.0,f,high_school,english_british,uk,7.0,65to75,medium,middle,f_uk_65to75_medium_middle,2
824,69.0,m,high_school,english_british,uk,7.0,65to75,medium,middle,m_uk_65to75_medium_middle,1
826,63.0,f,high_school,english_british,uk,4.0,under65,medium,middle,f_uk_under65_medium_middle,3
827,64.0,f,bachelor,english_british,uk,4.0,under65,high,middle,f_uk_under65_high_middle,5
828,63.0,m,vocational,english_british,uk,6.0,under65,medium,middle,m_uk_under65_medium_middle,3
829,68.0,m,bachelor,english_british,uk,6.0,65to75,high,middle,m_uk_65to75_high_middle,4
830,63.0,m,bachelor,english_british,uk,7.0,under65,high,middle,m_uk_under65_high_middle,5
831,72.0,m,bachelor,english_british,uk,7.0,65to75,high,middle,m_uk_65to75_high_middle,1
833,60.0,m,bachelor,english_american,usa,6.0,under65,high,middle,m_usa_under65_high_middle,3
834,73.0,m,bachelor,english_british,uk,6.0,65to75,high,middle,m_uk_65to75_high_middle,1
